assists,bonus,bps,clean_sheets,creativity,unique_id,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,gameweek,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,POS,Full Name,own_team,opponent_short_name,opponent_attack,opponent_defense,own_short_name,own_attack,own_defense,season,penalties_order,team_xg,team_deep,team_npxg,opponent_xg,opponent_deep,opponent_npxg,shots,key_passes,npg,npxG,adjusted_xg,modified
0,0,4,0,0.1,555,0.0,0.0,0.0,0.22,100,0,0,0.5,3.2,2023-10-28,13,15,0,0,0,0,10,0,16599,0,2,2,2.0,1,2533,3490,957,49,True,0,4,Saša Kalajdžić,20,NEW,1210,1355,WOL,1085,1115,2023,,0.863393,8.0,0.863393,2.31987,3.0,1.5587,0.0,0.0,0.0,0.0,0.0,
0,0,8,1,15.9,555,0.3683583438396454,0.03,0.0,0.11,109,0,0,2.1,5.2,2023-11-04,60,23,0,0,0,0,11,0,20055,1,1,2,0.0,2,3194,4553,1359,49,False,0,4,Saša Kalajdžić,20,SHU,1045,1020,WOL,1105,1100,2023,,1.14803,4.0,1.14803,1.10165,3.0,0.340518,0.0,1.0,0.0,0.0,0.0,
0,0,-7,0,0.1,555,0.0,0.15,0.2170687764883041,0.2,120,0,0,0.5,1.0,2023-11-11,17,18,0,0,0,0,12,0,21133,0,1,2,4.0,1,883,2732,1849,49,True,0,4,Saša Kalajdžić,20,TOT,1150,1310,WOL,1085,1115,2023,,1.90884,6.0,1.90884,0.432315,5.0,0.432315,1.0,0.0,0.0,0.2170687764883041,0.2170687764883041,
0,0,4,0,10.3,555,0.0271557942032814,0.03,0.0,1.06,124,1,0,1.8,4.0,2023-11-27,28,9,0,0,0,0,13,0,20464,0,2,3,4.0,1,-857,1513,2370,49,False,0,4,Saša Kalajdžić,20,FUL,1050,1060,WOL,1105,1100,2023,,1.57875,4.0,0.817578,2.49057,12.0,0.968233,0.0,1.0,0.0,0.0,0.0,
0,0,1,0,0.3,555,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2023-12-02,1,1,0,0,0,0,14,0,19649,0,1,2,0.0,1,-913,671,1584,49,False,0,4,Saša Kalajdžić,20,ARS,1370,1330,WOL,1105,1100,2023,,1.07886,1.0,1.07886,3.30368,16.0,3.30368,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,149,0,0,0.0,0.0,2023-12-05,0,21,0,0,0,0,15,0,19109,0,0,1,0.0,0,-668,575,1243,49,True,0,4,Saša Kalajdžić,20,BUR,1050,1050,WOL,1085,1115,2023,,1.11886,4.0,1.11886,0.781542,2.0,0.781542,0.0,0.0,0.0,0.0,0.0,
0,0,3,0,0.0,555,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2023-12-09,1,16,0,0,0,0,16,0,18100,0,1,1,0.0,1,-1068,290,1358,49,True,0,4,Saša Kalajdžić,20,NFO,1125,1080,WOL,1085,1115,2023,,1.02199,4.0,1.02199,1.21801,5.0,1.21801,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,170,0,0,0.0,0.0,2023-12-17,0,19,0,0,0,0,17,0,17099,0,0,3,0.0,0,-1057,262,1319,49,False,0,4,Saša Kalajdžić,20,WHU,1055,1150,WOL,1105,1100,2023,,0.556206,9.0,0.556206,1.03828,4.0,1.03828,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2023-12-24,0,6,0,0,0,0,18,0,16475,0,1,2,0.0,0,-734,176,910,49,True,0,4,Saša Kalajdžić,20,CHE,1150,1230,WOL,1085,1115,2023,,1.74626,6.0,1.74626,1.75447,19.0,1.75447,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,183,0,0,0.0,0.0,2023-12-27,0,4,0,0,0,0,19,0,16033,0,4,1,0.0,0,-551,140,691,49,False,0,4,Saša Kalajdžić,20,BRE,1110,1090,WOL,1105,1100,2023,,1.89483,7.0,1.89483,2.59347,15.0,2.59347,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,200,0,0,0.0,0.0,2023-12-30,0,8,0,0,0,0,20,0,15328,0,0,3,0.0,0,-747,100,847,49,True,0,4,Saša Kalajdžić,20,EVE,1125,1080,WOL,1085,1115,2023,,2.64477,10.0,2.64477,0.519641,3.0,0.519641,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,204,0,0,0.0,0.0,2024-01-22,0,5,0,0,0,0,21,0,13832,0,0,0,0.0,0,-1538,97,1635,49,False,0,4,Saša Kalajdžić,20,BHA,1070,1135,WOL,1105,1100,2023,,1.14116,4.0,1.14116,1.3701,16.0,1.3701,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,218,0,0,0.0,0.0,2024-02-01,0,14,0,0,0,0,22,0,12817,0,4,3,0.0,0,-1063,0,1063,49,True,0,4,Saša Kalajdžić,20,MUN,1210,1230,WOL,1085,1115,2023,,2.27609,9.0,1.51492,3.22698,9.0,3.22698,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,226,0,0,0.0,0.0,2024-02-04,0,6,0,0,0,0,23,0,12488,0,4,2,0.0,0,-367,0,367,49,False,0,4,Saša Kalajdžić,20,CHE,1080,1170,WOL,1105,1100,2023,,2.48996,6.0,1.72879,2.35967,13.0,2.35967,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,240,0,0,0.0,0.0,2024-02-10,0,4,0,0,0,0,24,0,12047,0,2,0,0.0,0,-443,0,443,49,True,0,4,Saša Kalajdžić,20,BRE,1055,1150,WOL,1085,1115,2023,,1.05781,7.0,1.05781,1.84908,3.0,1.84908,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,250,0,0,0.0,0.0,2024-02-17,0,18,0,0,0,0,25,0,11770,0,2,1,0.0,0,-266,0,266,49,False,0,4,Saša Kalajdžić,20,TOT,1110,1230,WOL,1105,1100,2023,,1.77591,5.0,1.77591,1.59768,19.0,1.59768,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,260,0,0,0.0,0.0,2024-02-25,0,23,0,0,0,0,26,0,11543,0,0,1,0.0,0,-234,0,234,49,True,0,4,Saša Kalajdžić,20,SHU,1020,1060,WOL,1085,1115,2023,,1.21618,7.0,1.21618,0.654342,5.0,0.654342,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,267,0,0,0.0,0.0,2024-03-02,0,15,0,0,0,0,27,0,11373,0,0,3,0.0,0,-176,0,176,49,False,0,4,Saša Kalajdžić,20,NEW,1050,1160,WOL,1105,1100,2023,,0.507769,5.0,0.507769,3.33495,8.0,3.33495,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,280,0,0,0.0,0.0,2024-03-09,0,9,0,0,0,0,28,0,11247,0,1,2,0.0,0,-132,0,132,49,True,0,4,Saša Kalajdžić,20,FUL,1180,1170,WOL,1085,1115,2023,,1.29589,9.0,1.29589,2.94155,15.0,2.94155,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,291,0,0,0.0,0.0,2024-03-30,0,2,0,0,0,0,30,0,11128,0,0,2,0.0,0,-54,0,54,49,False,0,4,Saša Kalajdžić,20,AVL,1140,1180,WOL,1105,1100,2023,,1.66232,5.0,1.66232,1.28271,5.0,1.28271,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,304,0,0,0.0,0.0,2024-04-02,0,21,0,0,0,0,31,0,11099,0,1,1,0.0,0,-33,0,33,49,False,0,4,Saša Kalajdžić,20,BUR,1050,1040,WOL,1105,1100,2023,,1.01021,4.0,1.01021,1.12581,11.0,1.12581,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,320,0,0,0.0,0.0,2024-04-06,0,19,0,0,0,0,32,0,11050,0,2,1,0.0,0,-49,0,49,49,True,0,4,Saša Kalajdžić,20,WHU,1140,1150,WOL,1085,1115,2023,,1.78341,12.0,1.02224,1.14133,3.0,0.380163,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,329,0,0,0.0,0.0,2024-04-13,0,16,0,0,0,0,33,0,10995,0,2,2,0.0,0,-56,0,56,49,False,0,4,Saša Kalajdžić,20,NFO,1050,1080,WOL,1105,1100,2023,,1.45688,3.0,1.45688,1.76244,6.0,1.76244,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,340,0,0,0.0,0.0,2024-04-20,0,1,0,0,0,0,34,0,10926,0,2,0,0.0,0,-68,0,68,49,True,0,4,Saša Kalajdžić,20,ARS,1370,1360,WOL,1085,1115,2023,,0.164516,2.0,0.164516,1.66179,20.0,1.66179,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,290,0,0,0.0,0.0,2024-04-24,0,3,0,0,0,0,34,0,10926,0,1,0,0.0,0,-68,0,68,49,True,0,4,Saša Kalajdžić,20,BOU,1130,1075,WOL,1085,1115,2023,,0.484454,7.0,0.484454,2.40311,12.0,2.40311,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,350,0,0,0.0,0.0,2024-04-27,0,22,0,0,0,0,35,0,10884,0,1,2,0.0,0,-43,0,43,49,True,0,4,Saša Kalajdžić,20,LUT,1060,1120,WOL,1085,1115,2023,,1.49011,2.0,1.49011,0.90435,6.0,0.90435,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,359,0,0,0.0,0.0,2024-05-04,0,13,0,0,0,0,36,0,10854,0,1,5,0.0,0,-32,0,32,49,False,0,4,Saša Kalajdžić,20,MCI,1350,1360,WOL,1105,1100,2023,,0.396887,1.0,0.396887,4.52542,19.0,3.00308,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,370,0,0,0.0,0.0,2024-05-11,0,7,0,0,0,0,37,0,10806,0,3,1,0.0,0,-44,0,44,49,True,0,4,Saša Kalajdžić,20,CRY,1120,1085,WOL,1085,1115,2023,,1.1561,5.0,1.1561,2.51452,9.0,2.51452,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,377,0,0,0.0,0.0,2024-05-19,0,12,0,0,0,0,38,0,10767,0,0,2,0.0,0,-40,0,40,49,False,0,4,Saša Kalajdžić,20,LIV,1210,1270,WOL,1105,1100,2023,,0.731254,1.0,0.731254,5.65937,22.0,5.65937,0.0,0.0,0.0,0.0,0.0,
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,2,0,0,0.0,0.0,2024-08-17,0,1,0,0,0,0,1,0,8814,0,0,2,0.0,0,0,0,0,50,False,0,4,Saša Kalajdžić,20,ARS,1260,1240,WOL,1070,1120,2024,,0.575835,2.0,0.575835,1.6283,14.0,1.6283,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,20,0,0,0.0,0.0,2024-08-25,0,6,0,0,0,0,2,0,8284,0,6,2,0.0,0,-1913,384,2297,50,True,0,4,Saša Kalajdžić,20,CHE,1150,1360,WOL,1070,1100,2024,,2.4181,8.0,2.4181,2.02935,6.0,2.02935,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,29,0,0,0.0,0.0,2024-08-31,0,16,0,0,0,0,3,0,6247,0,1,1,0.0,0,-2102,137,2239,49,False,0,4,Saša Kalajdžić,20,NFO,1140,1130,WOL,1070,1120,2024,,0.937632,4.0,0.937632,1.41069,9.0,1.41069,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,40,0,0,0.0,0.0,2024-09-15,0,15,0,0,0,0,4,0,5680,0,2,1,0.0,0,-771,669,1440,49,True,0,4,Saša Kalajdžić,20,NEW,1150,1290,WOL,1070,1100,2024,,1.46969,6.0,1.46969,1.48343,10.0,1.48343,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,41,0,0,0.0,0.0,2024-09-21,0,2,0,0,0,0,5,0,5262,0,1,3,0.0,0,-494,230,724,49,False,0,4,Saša Kalajdžić,20,AVL,1080,1140,WOL,1070,1120,2024,,0.520117,4.0,0.520117,2.37351,9.0,2.37351,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,60,0,0,0.0,0.0,2024-09-28,0,12,0,0,0,0,6,0,5050,0,2,1,0.0,0,-278,278,556,49,True,0,4,Saša Kalajdžić,20,LIV,1360,1360,WOL,1070,1100,2024,,0.748925,2.0,0.748925,2.11724,11.0,1.35607,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,63,0,0,0.0,0.0,2024-10-05,0,4,0,0,0,0,7,0,4812,0,3,5,0.0,0,-274,241,515,49,False,0,4,Saša Kalajdžić,20,BRE,1070,1090,WOL,1070,1120,2024,,0.696254,10.0,0.696254,4.13513,9.0,3.37396,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,80,0,0,0.0,0.0,2024-10-20,0,13,0,0,0,0,8,0,4758,0,2,1,0.0,0,-96,242,338,49,True,0,4,Saša Kalajdžić,20,MCI,1230,1350,WOL,1070,1100,2024,,0.761217,0.0,0.761217,1.36569,25.0,1.36569,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,84,0,0,0.0,0.0,2024-10-26,0,5,0,0,0,0,9,0,4552,0,2,2,0.0,0,-231,135,366,48,False,0,4,Saša Kalajdžić,20,BHA,1080,1140,WOL,1070,1120,2024,,1.11074,3.0,1.11074,1.51347,12.0,1.51347,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,100,0,0,0.0,0.0,2024-11-02,0,7,0,0,0,0,10,0,4378,0,2,2,0.0,0,-210,121,331,48,True,0,4,Saša Kalajdžić,20,CRY,1140,1110,WOL,1070,1100,2024,,1.65018,6.0,1.65018,2.64849,2.0,2.64849,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,110,0,0,0.0,0.0,2024-11-09,0,17,0,0,0,0,11,0,4304,0,0,2,0.0,0,-96,122,218,48,True,0,4,Saša Kalajdžić,20,SOU,1060,1090,WOL,1070,1100,2024,,0.912781,7.0,0.912781,0.792655,6.0,0.792655,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,115,0,0,0.0,0.0,2024-11-23,0,9,0,0,0,0,12,0,4236,0,4,1,0.0,0,-94,120,214,48,False,0,4,Saša Kalajdžić,20,FUL,1140,1110,WOL,1070,1120,2024,,1.33903,8.0,1.33903,0.717158,6.0,0.717158,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,130,0,0,0.0,0.0,2024-11-30,0,3,0,0,0,0,13,0,4150,0,4,2,0.0,0,-94,72,166,48,True,0,4,Saša Kalajdžić,20,BOU,1140,1210,WOL,1070,1100,2024,,0.866034,8.0,0.866034,3.07901,4.0,0.795501,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,134,0,0,0.0,0.0,2024-12-04,0,8,0,0,0,0,14,0,4185,0,0,4,0.0,0,13,148,135,48,False,0,4,Saša Kalajdžić,20,EVE,1130,1060,WOL,1070,1120,2024,,0.847724,4.0,0.847724,1.49904,7.0,1.49904,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,150,0,0,0.0,0.0,2024-12-09,0,19,0,0,0,0,15,0,4152,0,1,2,0.0,0,-59,111,170,48,False,0,4,Saša Kalajdžić,20,WHU,1080,1100,WOL,1070,1120,2024,,1.47567,6.0,1.47567,1.19808,7.0,1.19808,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,160,0,0,0.0,0.0,2024-12-14,0,10,0,0,0,0,16,0,4192,0,2,1,0.0,0,-1,156,157,48,True,0,4,Saša Kalajdžić,20,IPS,1070,1080,WOL,1070,1100,2024,,1.23748,11.0,1.23748,1.73349,4.0,1.73349,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,167,0,0,0.0,0.0,2024-12-22,0,11,0,0,0,0,17,0,4157,0,3,0,0.0,0,-36,99,135,48,False,0,4,Saša Kalajdžić,20,LEI,1050,1090,WOL,1070,1120,2024,,1.13531,3.0,1.13531,0.78868,3.0,0.78868,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,555,0.0,0.0,0.0,0.0,180,0,0,0.0,0.0,2024-12-26,0,14,0,0,0,0,18,0,4157,0,0,2,0.0,0,-21,162,183,48,True,0,4,Saša Kalajdžić,20,MUN,1140,1170,WOL,1070,1100,2024,,0.826489,4.0,0.826489,0.358876,2.0,0.358876,0.0,0.0,0.0,0.0,0.0,False
0,0,2,0,1.9,566,0.0,0.08,0.2483385056257248,1.24,2,2,0,2.7,2.4,2024-08-17,83,1,0,0,0,0,1,0,17027,1,0,2,23.0,2,0,0,0,55,False,0,4,Jørgen Strand Larsen,20,ARS,1260,1240,WOL,1070,1120,2024,,0.575835,2.0,0.575835,1.6283,14.0,1.6283,1.0,0.0,0.0,0.2483385056257248,0.2483385056257248,False
0,0,35,0,11.8,566,0.5631452798843384,0.74,0.5929577350616455,1.56,20,6,1,8.1,44.2,2024-08-25,90,6,0,0,0,0,2,0,22849,1,6,2,25.0,6,2778,4865,2087,55,True,0,4,Jørgen Strand Larsen,20,CHE,1150,1360,WOL,1070,1100,2024,,2.4181,8.0,2.4181,2.02935,6.0,2.02935,2.0,1.0,1.0,0.5929577350616455,0.5929577350616455,False
0,0,6,0,11.2,566,0.0240380223840475,0.04,0.0,0.89,29,1,0,1.7,1.4,2024-08-31,85,16,0,0,0,0,3,0,85873,1,1,1,4.0,2,52344,69403,17059,55,False,0,4,Jørgen Strand Larsen,20,NFO,1140,1130,WOL,1070,1120,2024,,0.937632,4.0,0.937632,1.41069,9.0,1.41069,0.0,1.0,0.0,0.0,0.0,False
1,0,14,0,16.2,566,0.5797659158706665,0.31,0.3098068535327911,0.83,40,2,0,5.3,16.0,2024-09-15,85,15,0,0,0,0,4,0,87574,1,2,1,21.0,5,2196,26474,24278,55,True,0,4,Jørgen Strand Larsen,20,NEW,1150,1290,WOL,1070,1100,2024,,1.46969,6.0,1.46969,1.48343,10.0,1.48343,2.0,1.0,0.0,0.3098068535327911,0.3098068535327911,False
0,0,6,1,0.9,566,0.0,0.06,0.0868405178189277,0.13,41,0,0,2.8,3.4,2024-09-21,64,2,0,0,0,0,5,0,109956,1,1,3,24.0,2,20133,31650,11517,55,False,0,4,Jørgen Strand Larsen,20,AVL,1080,1140,WOL,1070,1120,2024,,0.520117,4.0,0.520117,2.37351,9.0,2.37351,2.0,0.0,0.0,0.0868405178189277,0.0868405178189277,False
0,0,4,0,14.4,566,0.0,0.07,0.0553801171481609,2.39,60,2,0,2.0,0.0,2024-09-28,67,12,0,0,0,0,6,0,103831,1,2,1,8.0,2,-5860,17397,23257,55,True,0,4,Jørgen Strand Larsen,20,LIV,1360,1360,WOL,1070,1100,2024,,0.748925,2.0,0.748925,2.11724,11.0,1.35607,1.0,0.0,0.0,0.0553801171481609,0.0553801171481609,False
0,0,34,0,1.2,566,0.0,0.16,0.111146368086338,4.25,63,5,1,6.2,37.4,2024-10-05,90,4,0,0,0,0,7,0,108125,1,3,5,23.0,6,3179,17680,14501,55,False,0,4,Jørgen Strand Larsen,20,BRE,1070,1090,WOL,1070,1120,2024,,0.696254,10.0,0.696254,4.13513,9.0,3.37396,1.0,0.0,1.0,0.111146368086338,0.111146368086338,False
0,3,31,0,0.3,566,0.0,0.54,0.3284612894058227,1.12,80,1,1,5.4,37.0,2024-10-20,79,13,0,0,0,0,8,0,106118,1,2,1,17.0,9,-2494,10675,13169,55,True,0,4,Jørgen Strand Larsen,20,MCI,1230,1350,WOL,1070,1100,2024,,0.761217,0.0,0.761217,1.36569,25.0,1.36569,1.0,0.0,1.0,0.3284612894058227,0.3284612894058227,False
0,0,10,0,10.5,566,0.0448208302259445,0.24,0.0964747443795204,1.31,84,2,0,7.7,12.4,2024-10-26,90,5,0,0,0,0,9,0,163910,1,2,2,54.0,1,55118,62237,7119,55,False,1,4,Jørgen Strand Larsen,20,BHA,1080,1140,WOL,1070,1120,2024,,1.11074,3.0,1.11074,1.51347,12.0,1.51347,2.0,1.0,0.0,0.0964747443795204,0.0964747443795204,False
0,2,38,0,23.2,566,0.1046522632241249,0.69,0.6719355583190918,2.51,100,2,1,10.8,47.2,2024-11-02,90,7,0,0,0,0,10,0,197931,1,2,2,38.0,8,33517,52034,18517,55,True,0,4,Jørgen Strand Larsen,20,CRY,1140,1110,WOL,1070,1100,2024,,1.65018,6.0,1.65018,2.64849,2.0,2.64849,2.0,2.0,1.0,0.6719355583190918,0.6719355583190918,False
0,0,7,1,4.6,566,0.0,0.04,0.0452735163271427,0.48,110,0,0,2.4,2.2,2024-11-09,72,17,0,0,0,0,11,0,385941,1,0,2,17.0,2,181160,191328,10168,56,True,0,4,Jørgen Strand Larsen,20,SOU,1060,1090,WOL,1070,1100,2024,,0.912781,7.0,0.912781,0.792655,6.0,0.792655,1.0,0.0,0.0,0.0452735163271427,0.0452735163271427,False
1,0,18,0,11.7,566,0.3590275645256042,0.12,0.1273147165775299,1.03,115,1,0,3.2,14.6,2024-11-23,90,9,0,0,0,0,12,0,335506,1,4,1,6.0,5,-43270,19956,63226,56,False,0,4,Jørgen Strand Larsen,20,FUL,1140,1110,WOL,1070,1120,2024,,1.33903,8.0,1.33903,0.717158,6.0,0.717158,1.0,1.0,0.0,0.1273147165775299,0.1273147165775299,False
0,2,51,0,4.8,566,0.0,0.25,0.6279267072677612,3.29,130,4,2,12.2,69.2,2024-11-30,90,3,0,0,0,0,13,0,297635,1,4,2,48.0,11,-39508,17460,56968,56,True,1,4,Jørgen Strand Larsen,20,BOU,1140,1210,WOL,1070,1100,2024,,0.866034,8.0,0.866034,3.07901,4.0,0.795501,3.0,0.0,2.0,0.6279267072677612,0.6279267072677612,False
0,0,1,0,13.4,566,0.0446290262043476,0.67,0.7523593306541443,1.02,134,4,0,4.6,3.2,2024-12-04,90,8,0,0,0,0,14,0,427456,1,0,4,29.0,2,121614,133260,11646,56,False,0,4,Jørgen Strand Larsen,20,EVE,1130,1060,WOL,1070,1120,2024,,0.847724,4.0,0.847724,1.49904,7.0,1.49904,2.0,1.0,0.0,0.7523593306541443,0.7523593306541443,False
0,0,5,0,1.9,566,0.0,0.0,0.0,0.87,150,1,0,0.8,1.6,2024-12-09,61,19,0,0,0,0,15,0,463617,1,1,2,4.0,2,40110,70081,29971,56,False,0,4,Jørgen Strand Larsen,20,WHU,1080,1100,WOL,1070,1120,2024,,1.47567,6.0,1.47567,1.19808,7.0,1.19808,0.0,0.0,0.0,0.0,0.0,False
0,0,4,0,12.3,566,0.0,0.56,0.3514638841152191,1.2,160,2,0,7.9,6.4,2024-12-14,90,10,0,0,0,0,16,0,521780,1,2,1,60.0,2,52154,79957,27803,57,True,0,4,Jørgen Strand Larsen,20,IPS,1070,1080,WOL,1070,1100,2024,,1.23748,11.0,1.23748,1.73349,4.0,1.73349,5.0,0.0,0.0,0.3514638841152191,0.3514638841152191,False
0,0,0,1,1.6,566,0.0,0.0,0.0,0.47,167,0,0,0.1,0.0,2024-12-22,83,11,0,0,0,0,17,0,471709,1,3,0,0.0,2,-46574,24257,70831,57,False,0,4,Jørgen Strand Larsen,20,LEI,1050,1090,WOL,1070,1120,2024,,1.13531,3.0,1.13531,0.78868,3.0,0.78868,0.0,0.0,0.0,0.0,0.0,False
0,0,4,1,2.3,566,0.0,0.15,0.0618270710110664,0.36,180,0,0,2.4,3.0,2024-12-26,90,14,0,0,0,0,18,0,367752,1,0,2,19.0,2,-103912,23208,127120,56,True,0,4,Jørgen Strand Larsen,20,MUN,1140,1170,WOL,1070,1100,2024,,0.826489,4.0,0.826489,0.358876,2.0,0.358876,1.0,0.0,0.0,0.0618270710110664,0.0618270710110664,False
0,0,2,0,0.4,589,0.0,0.0,0.0,0.27,7,1,0,0.2,1.2,2024-08-17,17,2,0,0,0,0,1,0,362778,0,2,1,0.0,1,0,0,0,70,True,0,4,Niclas Füllkrug,19,AVL,1160,1320,WHU,1080,1100,2024,,2.8047,5.0,2.04353,2.6703,8.0,2.6703,0.0,0.0,0.0,0.0,0.0,False
0,0,-1,0,0.3,589,0.0,0.25,0.2593321204185486,0.56,14,0,0,2.5,1.2,2024-08-24,27,7,0,0,0,0,2,0,361419,0,2,0,23.0,1,-43540,27400,70940,70,False,0,4,Niclas Füllkrug,19,CRY,1130,1110,WHU,1070,1130,2024,,1.53421,5.0,1.53421,1.3761,6.0,1.3761,2.0,0.0,0.0,0.2593321204185486,0.2593321204185486,False
0,0,2,0,1.8,589,0.0,0.09,0.0,0.76,30,1,0,0.8,0.2,2024-08-31,19,13,0,0,0,0,3,0,265520,0,3,1,6.0,1,-104816,12352,117168,69,True,0,4,Niclas Füllkrug,19,MCI,1230,1350,WHU,1080,1100,2024,,0.947201,5.0,0.947201,3.19297,21.0,3.19297,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,35,0,0,0.0,0.0,2024-09-14,0,9,0,0,0,0,4,0,189047,0,1,1,0.0,0,-85013,8370,93383,68,False,0,4,Niclas Füllkrug,19,FUL,1140,1110,WHU,1070,1130,2024,,0.682719,4.0,0.682719,2.88601,6.0,2.88601,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,50,0,0,0.0,0.0,2024-09-21,0,6,0,0,0,0,5,0,150348,0,3,0,0.0,0,-41256,332,41588,68,True,0,4,Niclas Füllkrug,19,CHE,1150,1360,WHU,1080,1100,2024,,0.758267,12.0,0.758267,2.39727,9.0,2.39727,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,53,0,0,0.0,0.0,2024-09-28,0,4,0,0,0,0,6,0,127205,0,1,1,0.0,0,-24021,297,24318,67,False,0,4,Niclas Füllkrug,19,BRE,1070,1090,WHU,1070,1130,2024,,0.878617,12.0,0.878617,0.370222,7.0,0.370222,0.0,0.0,0.0,0.0,0.0,False
0,0,0,0,0.0,589,0.0,0.0,0.0,0.0,70,0,0,0.0,0.0,2024-10-05,0,10,0,0,0,0,7,0,112649,0,1,4,0.0,0,-14913,213,15126,67,True,0,4,Niclas Füllkrug,19,IPS,1070,1080,WHU,1080,1100,2024,,4.39402,6.0,4.39402,1.18463,6.0,1.18463,0.0,0.0,0.0,0.0,0.0,False
